Detection_time,Catalogue,Comments
2022-04-21T15:57:10.133000Z,Only_this_study,Reliable
2022-04-21T15:57:20.278000Z,Only_this_study,Reliable
2022-04-21T15:57:40.066000Z,Only_this_study,Reliable
2022-04-21T15:58:00.942000Z,Only_this_study,Ambiguous
2022-04-21T15:58:30.675000Z,Only_this_study,Reliable
2022-04-21T15:58:33.153000Z,Only_this_study,Reliable
2022-04-21T15:59:05.948000Z,Only_this_study,Reliable
2022-04-21T15:59:35.696000Z,Only_this_study,Reliable
2022-04-21T16:00:08.409000Z,Only_this_study,Reliable
2022-04-21T16:00:30.691000Z,Only_this_study,Reliable
2022-04-21T16:00:31.561000Z,Only_this_study,Reliable
2022-04-21T16:00:45.506000Z,Only_this_study,Reliable
2022-04-21T16:00:53.274000Z,Only_this_study,Reliable
2022-04-21T16:01:06.416000Z,Only_this_study,Reliable
2022-04-21T16:01:20.245000Z,Only_this_study,Reliable
2022-04-21T16:01:26.137000Z,Only_this_study,Reliable
2022-04-21T16:01:46.527000Z,Only_this_study,Reliable
2022-04-21T16:01:57.560000Z,Only_this_study,Reliable
2022-04-21T16:02:58.515000Z,Only_this_study,Reliable
2022-04-21T16:03:03.387000Z,Only_this_study,Reliable
2022-04-21T16:03:44.652000Z,Only_this_study,Reliable
2022-04-21T16:03:53.491000Z,Only_this_study,Reliable
2022-04-21T16:04:26.138000Z,Only_this_study,Reliable
2022-04-21T16:05:22.119000Z,Only_this_study,Reliable
2022-04-21T16:06:02.818000Z,Only_this_study,Reliable
2022-04-21T16:06:10.016000Z,Only_this_study,Reliable
2022-04-21T16:06:31.729000Z,Only_this_study,Reliable
2022-04-21T16:06:48.871000Z,Only_this_study,Reliable
2022-04-21T16:07:49.441000Z,Only_this_study,Reliable
2022-04-21T16:08:00.506000Z,Only_this_study,Ambiguous
2022-04-21T16:08:09.948000Z,Only_this_study,Reliable
2022-04-21T16:08:15.138000Z,Only_this_study,Reliable
2022-04-21T16:08:25.619000Z,Only_this_study,Reliable
2022-04-21T16:09:17.750000Z,Only_this_study,Reliable
2022-04-21T16:09:23.291000Z,Only_this_study,Reliable
2022-04-21T16:09:29.922000Z,Only_this_study,Reliable
2022-04-21T16:11:46.729000Z,Only_this_study,Ambiguous
2022-04-21T16:11:55.116000Z,Only_this_study,Reliable
2022-04-21T16:12:28.481000Z,Only_this_study,Reliable
2022-04-21T16:12:39.095000Z,Only_this_study,Reliable
2022-04-21T16:13:09.847000Z,Only_this_study,Reliable
2022-04-21T16:13:31.293000Z,Only_this_study,Reliable
2022-04-21T16:13:32.532000Z,Only_this_study,Reliable
2022-04-21T16:13:49.341000Z,Only_this_study,Reliable
2022-04-21T16:14:05.713000Z,Only_this_study,Reliable
2022-04-21T16:14:55.636000Z,Only_this_study,Reliable
2022-04-21T16:15:13.280000Z,Only_this_study,Reliable
2022-04-21T16:15:39.396000Z,Only_this_study,Ambiguous
2022-04-21T16:15:52.688000Z,Only_this_study,Reliable
2022-04-21T16:16:25.349000Z,Only_this_study,Reliable
2022-04-21T16:16:53.325000Z,Only_this_study,Reliable
2022-04-21T16:16:57.076000Z,Only_this_study,Reliable
2022-04-21T16:17:20.546000Z,Only_this_study,Reliable
2022-04-21T16:17:41.925000Z,Only_this_study,Reliable
2022-04-21T16:17:49.442000Z,Only_this_study,Reliable
2022-04-21T16:17:52.522000Z,Only_this_study,Reliable
2022-04-21T16:17:54.029000Z,Only_this_study,Reliable
2022-04-21T16:18:16.260000Z,Only_this_study,Reliable
2022-04-21T16:18:36.851000Z,Only_this_study,Reliable
2022-04-21T16:19:30.423000Z,Only_this_study,Reliable
2022-04-21T16:19:34.223000Z,Only_this_study,Reliable
2022-04-21T16:19:38.006000Z,Only_this_study,Reliable
2022-04-21T16:20:48.638000Z,Only_this_study,Reliable
2022-04-21T16:21:03.656000Z,Only_this_study,Reliable
2022-04-21T16:22:21.702000Z,Only_this_study,Reliable
2022-04-21T16:22:48.604000Z,Only_this_study,Reliable
2022-04-21T16:23:53.326000Z,Only_this_study,Reliable
2022-04-21T16:23:58.113000Z,Only_this_study,Reliable
2022-04-21T16:24:01.176000Z,Only_this_study,Reliable
2022-04-21T16:24:37.489000Z,Only_this_study,Reliable
2022-04-21T16:24:56.172000Z,Only_this_study,Reliable
2022-04-21T16:25:05.814000Z,Only_this_study,Reliable
2022-04-21T16:25:31.896000Z,Only_this_study,Reliable
2022-04-21T16:25:46.159000Z,Only_this_study,Reliable
2022-04-21T16:26:26.272000Z,Only_this_study,Reliable
2022-04-21T16:27:05.630000Z,Only_this_study,Reliable
2022-04-21T16:27:27.275000Z,Only_this_study,Reliable
2022-04-21T16:27:28.765000Z,Only_this_study,Reliable
2022-04-21T16:27:38.023000Z,Only_this_study,Reliable
2022-04-21T16:28:11.305000Z,Only_this_study,Reliable
2022-04-21T16:28:17.818000Z,Only_this_study,Reliable
2022-04-21T16:28:22.103000Z,Only_this_study,Reliable
2022-04-21T16:28:27.461000Z,Only_this_study,Ambiguous
2022-04-21T16:29:20.597000Z,Only_this_study,Reliable
2022-04-21T16:29:35.982000Z,Only_this_study,Reliable
2022-04-21T16:29:54.396000Z,Only_this_study,Ambiguous
2022-04-21T16:30:00.607000Z,Only_this_study,Reliable
2022-04-21T16:30:11.337000Z,Only_this_study,Reliable
2022-04-21T16:30:38.408000Z,Only_this_study,Reliable
2022-04-21T16:31:08.475000Z,Only_this_study,Reliable
2022-04-21T16:32:06.116000Z,Only_this_study,Reliable
2022-04-21T16:32:43.649000Z,Only_this_study,Reliable
2022-04-21T16:33:02.048000Z,Only_this_study,Reliable
2022-04-21T16:33:31.611000Z,Only_this_study,Ambiguous
2022-04-21T16:33:53.794000Z,Only_this_study,Reliable
2022-04-21T16:34:11.858000Z,Only_this_study,Reliable
2022-04-21T16:34:18.186000Z,Only_this_study,Reliable
2022-04-21T16:36:00.943000Z,Only_this_study,Reliable
2022-04-21T16:36:05.279000Z,Only_this_study,Reliable
2022-04-21T16:36:32.349000Z,Only_this_study,Reliable
2022-04-21T16:37:02.215000Z,Only_this_study,Reliable
2022-04-21T16:37:19.927000Z,Only_this_study,Reliable
2022-04-21T16:37:24.832000Z,Only_this_study,Reliable
2022-04-21T16:37:26.339000Z,Only_this_study,Reliable
2022-04-21T16:38:07.470000Z,Only_this_study,Reliable
2022-04-21T16:38:18.888000Z,Only_this_study,Reliable
2022-04-21T16:39:19.704000Z,Only_this_study,Reliable
2022-04-21T16:39:26.355000Z,Only_this_study,Reliable
2022-04-21T16:39:47.747000Z,Only_this_study,Reliable
2022-04-21T16:39:55.216000Z,Only_this_study,Reliable
2022-04-21T16:40:23.408000Z,Only_this_study,Reliable
2022-04-21T16:40:33.754000Z,Only_this_study,Reliable
2022-04-21T16:40:42.627000Z,Only_this_study,Ambiguous
2022-04-21T16:40:46.561000Z,Only_this_study,Reliable
2022-04-21T16:40:49.742000Z,Only_this_study,Reliable
2022-04-21T16:41:39.397000Z,Only_this_study,Ambiguous
2022-04-21T16:41:45.943000Z,Only_this_study,Reliable
2022-04-21T16:41:56.238000Z,Only_this_study,Reliable
2022-04-21T16:42:30.126000Z,Only_this_study,Reliable
2022-04-21T16:42:43.331000Z,Only_this_study,Ambiguous
2022-04-21T16:44:16.729000Z,Only_this_study,Reliable
2022-04-21T16:46:48.587000Z,Only_this_study,Ambiguous
2022-04-21T16:46:49.893000Z,Only_this_study,Reliable
2022-04-21T16:47:10.417000Z,Only_this_study,Ambiguous
2022-04-21T16:47:17.515000Z,Only_this_study,Ambiguous
2022-04-21T16:47:18.804000Z,Only_this_study,Ambiguous
2022-04-21T16:47:20.830000Z,Only_this_study,Ambiguous
2022-04-21T16:47:21.667000Z,Only_this_study,Reliable
2022-04-21T16:47:31.428000Z,Only_this_study,Reliable
2022-04-21T16:47:40.760000Z,Only_this_study,Reliable
2022-04-21T16:48:32.465000Z,Only_this_study,Reliable
2022-04-21T16:48:38.525000Z,Only_this_study,Reliable
2022-04-21T16:49:02.146000Z,Only_this_study,Reliable
2022-04-21T16:49:55.032000Z,Only_this_study,Reliable
2022-04-21T16:50:22.370000Z,Only_this_study,Reliable
2022-04-21T16:50:46.407000Z,Only_this_study,Reliable
2022-04-21T16:51:08.927000Z,Only_this_study,Reliable
2022-04-21T16:51:44.368000Z,Only_this_study,Reliable
2022-04-21T16:51:47.080000Z,Only_this_study,Reliable
2022-04-21T16:51:51.584000Z,Only_this_study,Reliable
2022-04-21T16:52:09.630000Z,Only_this_study,Reliable
2022-04-21T16:52:39.145000Z,Only_this_study,Reliable
2022-04-21T16:52:49.474000Z,Only_this_study,Reliable
2022-04-21T16:52:59.017000Z,Only_this_study,Reliable
2022-04-21T16:53:03.436000Z,Only_this_study,Reliable
2022-04-21T16:53:33.520000Z,Only_this_study,Reliable
2022-04-21T16:53:53.685000Z,Only_this_study,Reliable
2022-04-21T16:54:12.092000Z,Only_this_study,Reliable
2022-04-21T16:54:13.566000Z,Only_this_study,Reliable
2022-04-21T16:54:21.400000Z,Only_this_study,Ambiguous
2022-04-21T16:54:52.823000Z,Only_this_study,Ambiguous
2022-04-21T16:55:14.552000Z,Only_this_study,Reliable
2022-04-21T16:55:26.522000Z,Only_this_study,Reliable
2022-04-21T16:55:53.894000Z,Only_this_study,Reliable
2022-04-21T16:56:52.404000Z,Only_this_study,Reliable
2022-04-21T16:56:56.155000Z,Only_this_study,Reliable
2022-04-21T16:57:04.324000Z,Only_this_study,Reliable
2022-04-21T16:57:30.155000Z,Only_this_study,Reliable
2022-04-21T16:57:41.355000Z,Only_this_study,Reliable
2022-04-21T16:58:01.879000Z,Only_this_study,Reliable
2022-04-21T16:58:25.350000Z,Only_this_study,Reliable
2022-04-21T16:58:30.306000Z,Only_this_study,Reliable
2022-04-21T16:58:32.783000Z,Only_this_study,Reliable
2022-04-21T16:58:36.450000Z,Only_this_study,Reliable
2022-04-21T16:59:05.746000Z,Only_this_study,Reliable
2022-04-21T17:00:09.396000Z,Only_this_study,Ambiguous
2022-04-21T17:00:23.023000Z,Only_this_study,Reliable
2022-04-21T17:00:48.486000Z,Only_this_study,Reliable
2022-04-21T17:00:49.742000Z,Only_this_study,Reliable
2022-04-21T17:02:11.153000Z,Only_this_study,Ambiguous
2022-04-21T17:03:47.415000Z,Only_this_study,Reliable
2022-04-21T17:04:41.087000Z,Only_this_study,Reliable
2022-04-21T17:04:56.740000Z,Only_this_study,Reliable
2022-04-21T17:05:22.721000Z,Only_this_study,Reliable
2022-04-21T17:05:53.725000Z,Only_this_study,Reliable
2022-04-21T17:07:01.860000Z,Only_this_study,Reliable
2022-04-21T17:07:10.819000Z,Only_this_study,Reliable
2022-04-21T17:08:09.848000Z,Only_this_study,Reliable
2022-04-21T17:08:44.787000Z,Only_this_study,Reliable
2022-04-21T17:09:44.384000Z,Only_this_study,Ambiguous
2022-04-21T17:10:08.525000Z,Only_this_study,Reliable
2022-04-21T17:11:27.661000Z,Only_this_study,Reliable
2022-04-21T17:11:30.054000Z,Only_this_study,Reliable
2022-04-21T17:11:36.567000Z,Only_this_study,Reliable
2022-04-21T17:12:19.322000Z,Only_this_study,Reliable
2022-04-21T17:12:59.262000Z,Only_this_study,Reliable
2022-04-21T17:13:47.633000Z,Only_this_study,Reliable
2022-04-21T17:14:51.801000Z,Only_this_study,Reliable
2022-04-21T17:16:10.448000Z,Only_this_study,Reliable
2022-04-21T17:18:07.134000Z,Only_this_study,Reliable
2022-04-21T17:18:17.214000Z,Only_this_study,Reliable
2022-04-21T17:18:20.110000Z,Only_this_study,Reliable
2022-04-21T17:19:19.105000Z,Only_this_study,Reliable
2022-04-21T17:19:31.812000Z,Only_this_study,Reliable
2022-04-21T17:20:28.312000Z,Only_this_study,Reliable
2022-04-21T17:20:29.752000Z,Only_this_study,Reliable
2022-04-21T17:21:00.959000Z,Only_this_study,Reliable
2022-04-21T17:21:22.839000Z,Only_this_study,Reliable
2022-04-21T17:23:09.245000Z,Only_this_study,Ambiguous
2022-04-21T17:23:20.646000Z,Only_this_study,Reliable
2022-04-21T17:26:00.306000Z,Only_this_study,Ambiguous
2022-04-21T17:26:07.488000Z,Only_this_study,Reliable
2022-04-21T17:26:21.098000Z,Only_this_study,Reliable
2022-04-21T17:26:59.234000Z,Only_this_study,Reliable
2022-04-21T17:27:32.365000Z,Only_this_study,Reliable
2022-04-21T17:27:37.086000Z,Only_this_study,Reliable
2022-04-21T17:28:47.516000Z,Only_this_study,Reliable
2022-04-21T17:29:44.770000Z,Only_this_study,Reliable
2022-04-21T17:30:11.154000Z,Only_this_study,Reliable
2022-04-21T17:30:20.947000Z,Only_this_study,Reliable
2022-04-21T17:30:40.802000Z,Only_this_study,Reliable
2022-04-21T17:30:44.485000Z,Only_this_study,Reliable
2022-04-21T17:30:46.846000Z,Only_this_study,Reliable
2022-04-21T17:30:58.866000Z,Only_this_study,Reliable
2022-04-21T17:32:14.017000Z,Only_this_study,Reliable
2022-04-21T17:33:01.645000Z,Only_this_study,Reliable
2022-04-21T17:34:47.440000Z,Only_this_study,Reliable
2022-04-21T17:35:08.968000Z,Only_this_study,Reliable
2022-04-21T17:35:13.721000Z,Only_this_study,Reliable
2022-04-21T17:35:23.849000Z,Only_this_study,Reliable
2022-04-21T17:35:37.086000Z,Only_this_study,Reliable
2022-04-21T17:36:08.623000Z,Only_this_study,Reliable
2022-04-21T17:36:22.956000Z,Only_this_study,Reliable
2022-04-21T17:36:25.752000Z,Only_this_study,Reliable
2022-04-21T17:38:24.128000Z,Only_this_study,Reliable
2022-04-21T17:38:51.266000Z,Only_this_study,Reliable
2022-04-21T17:39:31.226000Z,Only_this_study,Reliable
2022-04-21T17:40:25.032000Z,Only_this_study,Reliable
2022-04-21T17:40:40.702000Z,Only_this_study,Reliable
2022-04-21T17:41:31.846000Z,Only_this_study,Ambiguous
2022-04-21T17:41:56.773000Z,Only_this_study,Reliable
2022-04-21T17:42:44.669000Z,Only_this_study,Reliable
2022-04-21T17:42:59.335000Z,Only_this_study,Reliable
2022-04-21T17:43:37.755000Z,Only_this_study,Reliable
2022-04-21T17:43:41.020000Z,Only_this_study,Reliable
2022-04-21T17:43:57.510000Z,Only_this_study,Reliable
2022-04-21T17:44:02.817000Z,Only_this_study,Reliable
2022-04-21T17:44:20.862000Z,Only_this_study,Reliable
2022-04-21T17:45:19.072000Z,Only_this_study,Reliable
2022-04-21T17:46:41.221000Z,Only_this_study,Reliable
2022-04-21T17:46:46.863000Z,Only_this_study,Reliable
2022-04-21T17:46:48.436000Z,Only_this_study,Reliable
2022-04-21T17:47:37.387000Z,Only_this_study,Reliable
2022-04-21T17:47:38.358000Z,Only_this_study,Reliable
2022-04-21T17:47:43.397000Z,Only_this_study,Reliable
2022-04-21T17:48:13.631000Z,Only_this_study,Ambiguous
2022-04-21T17:48:19.625000Z,Only_this_study,Reliable
2022-04-21T17:48:45.908000Z,Only_this_study,Reliable
2022-04-21T17:48:49.441000Z,Only_this_study,Reliable
2022-04-21T17:51:04.157000Z,Only_this_study,Reliable
2022-04-21T17:51:41.505000Z,Only_this_study,Reliable
2022-04-21T17:52:09.061000Z,Only_this_study,Reliable
2022-04-21T17:53:01.829000Z,Only_this_study,Ambiguous
2022-04-21T17:53:18.537000Z,Only_this_study,Reliable
2022-04-21T17:53:39.614000Z,Only_this_study,Reliable
2022-04-21T17:53:45.222000Z,Only_this_study,Reliable
2022-04-21T17:54:03.119000Z,Only_this_study,Reliable
2022-04-21T17:54:59.868000Z,Only_this_study,Reliable
2022-04-21T17:55:36.798000Z,Only_this_study,Reliable
2022-04-21T17:56:19.425000Z,Only_this_study,Reliable
2022-04-21T17:56:34.475000Z,Only_this_study,Reliable
2022-04-21T17:56:37.154000Z,Only_this_study,Reliable
2022-04-21T17:58:45.139000Z,Only_this_study,Reliable
2022-04-21T17:59:19.675000Z,Only_this_study,Reliable
2022-04-21T17:59:24.881000Z,Only_this_study,Reliable
2022-04-21T18:00:32.499000Z,Only_this_study,Reliable
2022-04-21T18:02:16.996000Z,Only_this_study,Reliable
2022-04-21T18:02:25.853000Z,Only_this_study,Reliable
2022-04-21T18:02:38.125000Z,Only_this_study,Reliable
2022-04-21T18:03:41.137000Z,Only_this_study,Reliable
2022-04-21T18:04:01.996000Z,Only_this_study,Reliable
2022-04-21T18:04:15.490000Z,Only_this_study,Reliable
2022-04-21T18:04:51.131000Z,Only_this_study,Ambiguous
2022-04-21T18:05:05.897000Z,Only_this_study,Ambiguous
2022-04-21T18:05:17.549000Z,Only_this_study,Reliable
2022-04-21T18:06:05.998000Z,Only_this_study,Reliable
2022-04-21T18:06:13.816000Z,Only_this_study,Reliable
2022-04-21T18:06:52.571000Z,Only_this_study,Reliable
2022-04-21T18:06:59.787000Z,Only_this_study,Reliable
2022-04-21T18:07:01.712000Z,Only_this_study,Ambiguous
2022-04-21T18:07:17.248000Z,Only_this_study,Reliable
2022-04-21T18:07:23.191000Z,Only_this_study,Ambiguous
2022-04-21T18:07:39.396000Z,Only_this_study,Ambiguous
2022-04-21T18:08:32.900000Z,Only_this_study,Reliable
2022-04-21T18:08:48.252000Z,Only_this_study,Reliable
2022-04-21T18:11:43.381000Z,Only_this_study,Ambiguous
2022-04-21T18:11:48.521000Z,Only_this_study,Reliable
2022-04-21T18:12:14.735000Z,Only_this_study,Reliable
2022-04-21T18:12:19.925000Z,Only_this_study,Reliable
2022-04-21T18:12:32.009000Z,Only_this_study,Reliable
2022-04-21T18:12:46.444000Z,Only_this_study,Reliable
2022-04-21T18:13:36.969000Z,Only_this_study,Reliable
2022-04-21T18:13:37.672000Z,Only_this_study,Reliable
2022-04-21T18:13:56.321000Z,Only_this_study,Reliable
2022-04-21T18:14:46.193000Z,Only_this_study,Reliable
2022-04-21T18:15:32.918000Z,Only_this_study,Reliable
2022-04-21T18:15:52.605000Z,Only_this_study,Reliable
2022-04-21T18:16:10.501000Z,Only_this_study,Reliable
2022-04-21T18:17:34.039000Z,Only_this_study,Reliable
2022-04-21T18:17:48.308000Z,Only_this_study,Reliable
2022-04-21T18:18:34.156000Z,Only_this_study,Reliable
2022-04-21T18:18:38.793000Z,Only_this_study,Reliable
2022-04-21T18:18:59.048000Z,Only_this_study,Ambiguous
2022-04-21T18:20:05.462000Z,Only_this_study,Reliable
2022-04-21T18:21:08.005000Z,Only_this_study,Reliable
2022-04-21T18:21:24.865000Z,Only_this_study,Reliable
2022-04-21T18:22:02.733000Z,Only_this_study,Reliable
2022-04-21T18:23:02.716000Z,Only_this_study,Reliable
2022-04-21T18:23:20.763000Z,Only_this_study,Reliable
2022-04-21T18:23:32.483000Z,Only_this_study,Reliable
2022-04-21T18:24:06.411000Z,Only_this_study,Reliable
2022-04-21T18:24:13.464000Z,Only_this_study,Ambiguous
2022-04-21T18:24:33.536000Z,Only_this_study,Ambiguous
2022-04-21T18:24:48.604000Z,Only_this_study,Reliable
2022-04-21T18:24:50.027000Z,Only_this_study,Reliable
2022-04-21T18:24:56.723000Z,Only_this_study,Reliable
2022-04-21T18:25:24.179000Z,Only_this_study,Reliable
2022-04-21T18:27:43.297000Z,Only_this_study,Reliable
2022-04-21T18:28:25.400000Z,Only_this_study,Reliable
2022-04-21T18:28:31.076000Z,Only_this_study,Reliable
2022-04-21T18:30:00.558000Z,Only_this_study,Reliable
2022-04-21T18:30:49.725000Z,Only_this_study,Reliable
2022-04-21T18:31:23.894000Z,Only_this_study,Reliable
2022-04-21T18:31:30.557000Z,Only_this_study,Reliable
2022-04-21T18:31:33.051000Z,Only_this_study,Reliable
2022-04-21T18:31:44.314000Z,Only_this_study,Ambiguous
2022-04-21T18:33:15.145000Z,Only_this_study,Reliable
2022-04-21T18:33:37.304000Z,Only_this_study,Reliable
2022-04-21T18:33:57.342000Z,Only_this_study,Reliable
2022-04-21T18:34:40.919000Z,Only_this_study,Reliable
2022-04-21T18:35:11.755000Z,Only_this_study,Reliable
2022-04-21T18:36:00.488000Z,Only_this_study,Reliable
2022-04-21T18:36:21.818000Z,Only_this_study,Reliable
2022-04-21T18:36:48.771000Z,Only_this_study,Reliable
2022-04-21T18:36:58.598000Z,Only_this_study,Reliable
2022-04-21T18:37:43.665000Z,Only_this_study,Reliable
2022-04-21T18:37:56.670000Z,Only_this_study,Reliable
2022-04-21T18:37:58.361000Z,Only_this_study,Reliable
2022-04-21T18:41:06.701000Z,Only_this_study,Reliable
2022-04-21T18:41:24.396000Z,Only_this_study,Ambiguous
2022-04-21T18:41:48.269000Z,Only_this_study,Reliable
2022-04-21T18:41:59.452000Z,Only_this_study,Reliable
2022-04-21T18:42:58.949000Z,Only_this_study,Reliable
2022-04-21T18:43:34.122000Z,Only_this_study,Reliable
2022-04-21T18:43:43.599000Z,Only_this_study,Ambiguous
2022-04-21T18:43:47.081000Z,Only_this_study,Ambiguous
2022-04-21T18:43:53.895000Z,Only_this_study,Reliable
2022-04-21T18:45:41.957000Z,Only_this_study,Reliable
2022-04-21T18:46:06.734000Z,Only_this_study,Reliable
2022-04-21T18:47:16.159000Z,Only_this_study,Reliable
2022-04-21T18:47:59.569000Z,Only_this_study,Reliable
2022-04-21T18:48:09.781000Z,Only_this_study,Reliable
2022-04-21T18:48:23.258000Z,Only_this_study,Reliable
2022-04-21T18:50:14.318000Z,Only_this_study,Reliable
2022-04-21T18:50:58.683000Z,Only_this_study,Reliable
2022-04-21T18:51:13.581000Z,Only_this_study,Reliable
2022-04-21T18:51:17.951000Z,Only_this_study,Reliable
2022-04-21T18:53:31.007000Z,Only_this_study,Reliable
2022-04-21T18:54:38.475000Z,Only_this_study,Reliable
2022-04-21T18:55:10.334000Z,Only_this_study,Reliable
2022-04-21T18:56:52.705000Z,Only_this_study,Reliable
2022-04-21T18:57:12.409000Z,Only_this_study,Reliable
2022-04-21T18:57:18.419000Z,Only_this_study,Ambiguous
2022-04-21T18:58:39.965000Z,Only_this_study,Reliable
2022-04-21T18:59:05.663000Z,Only_this_study,Reliable
2022-04-21T19:00:52.186000Z,Only_this_study,Ambiguous
2022-04-21T19:01:16.461000Z,Only_this_study,Reliable
2022-04-21T19:01:22.421000Z,Only_this_study,Reliable
2022-04-21T19:01:48.168000Z,Only_this_study,Ambiguous
2022-04-21T19:02:18.820000Z,Only_this_study,Reliable
2022-04-21T19:03:08.459000Z,Only_this_study,Reliable
2022-04-21T19:03:50.412000Z,Only_this_study,Reliable
2022-04-21T19:04:18.587000Z,Only_this_study,Ambiguous
2022-04-21T19:04:43.431000Z,Only_this_study,Reliable
2022-04-21T19:06:04.072000Z,Only_this_study,Reliable
2022-04-21T19:06:27.426000Z,Only_this_study,Reliable
2022-04-21T19:07:41.154000Z,Only_this_study,Reliable
2022-04-21T19:07:42.577000Z,Only_this_study,Reliable
2022-04-21T19:07:47.465000Z,Only_this_study,Ambiguous
2022-04-21T19:09:48.955000Z,Only_this_study,Reliable
2022-04-21T19:09:57.845000Z,Only_this_study,Reliable
2022-04-21T19:10:12.610000Z,Only_this_study,Ambiguous
2022-04-21T19:12:11.606000Z,Only_this_study,Reliable
2022-04-21T19:13:57.158000Z,Only_this_study,Reliable
2022-04-21T19:14:00.573000Z,Only_this_study,Reliable
2022-04-21T19:15:18.168000Z,Only_this_study,Reliable
2022-04-21T19:16:11.572000Z,Only_this_study,Reliable
2022-04-21T19:16:30.004000Z,Only_this_study,Reliable
2022-04-21T19:16:31.511000Z,Only_this_study,Reliable
2022-04-21T19:16:41.388000Z,Only_this_study,Reliable
2022-04-21T19:17:14.434000Z,Only_this_study,Reliable
2022-04-21T19:19:25.267000Z,Only_this_study,Reliable
2022-04-21T19:19:34.256000Z,Only_this_study,Reliable
2022-04-21T19:19:42.979000Z,Only_this_study,Reliable
2022-04-21T19:21:20.747000Z,Only_this_study,Reliable
2022-04-21T19:22:07.622000Z,Only_this_study,Reliable
2022-04-21T19:22:28.127000Z,Only_this_study,Reliable
2022-04-21T19:22:46.745000Z,Only_this_study,Reliable
2022-04-21T19:25:30.742000Z,Only_this_study,Reliable
2022-04-21T19:28:34.906000Z,Only_this_study,Reliable
2022-04-21T19:28:51.549000Z,Only_this_study,Reliable
2022-04-21T19:30:23.793000Z,Only_this_study,Reliable
2022-04-21T19:31:11.037000Z,Only_this_study,Ambiguous
2022-04-21T19:31:54.946000Z,Only_this_study,Reliable
2022-04-21T19:32:28.062000Z,Only_this_study,Reliable
2022-04-21T19:32:47.649000Z,Only_this_study,Reliable
2022-04-21T19:33:33.035000Z,Only_this_study,Reliable
2022-04-21T19:33:48.821000Z,Only_this_study,Reliable
2022-04-21T19:34:05.596000Z,Only_this_study,Reliable
2022-04-21T19:35:43.347000Z,Only_this_study,Reliable
2022-04-21T19:37:01.579000Z,Only_this_study,Reliable
2022-04-21T19:37:18.803000Z,Only_this_study,Reliable
2022-04-21T19:37:31.645000Z,Only_this_study,Reliable
2022-04-21T19:37:59.803000Z,Only_this_study,Reliable
2022-04-21T19:38:04.022000Z,Only_this_study,Ambiguous
2022-04-21T19:38:06.650000Z,Only_this_study,Reliable
2022-04-21T19:38:50.010000Z,Only_this_study,Reliable
2022-04-21T19:39:23.158000Z,Only_this_study,Reliable
2022-04-21T19:41:28.799000Z,Only_this_study,Reliable
2022-04-21T19:42:43.498000Z,Only_this_study,Reliable
2022-04-21T19:43:00.841000Z,Only_this_study,Reliable
2022-04-21T19:43:04.775000Z,Only_this_study,Reliable
2022-04-21T19:44:49.240000Z,Only_this_study,Reliable
2022-04-21T19:44:52.839000Z,Only_this_study,Ambiguous
2022-04-21T19:45:32.583000Z,Only_this_study,Reliable
2022-04-21T19:45:37.053000Z,Only_this_study,Reliable
2022-04-21T19:46:09.397000Z,Only_this_study,Ambiguous
2022-04-21T19:46:21.919000Z,Only_this_study,Reliable
2022-04-21T19:46:47.951000Z,Only_this_study,Reliable
2022-04-21T19:47:27.913000Z,Only_this_study,Reliable
2022-04-21T19:48:03.906000Z,Only_this_study,Reliable
2022-04-21T19:48:43.933000Z,Only_this_study,Reliable
2022-04-21T19:49:17.398000Z,Only_this_study,Reliable
2022-04-21T19:50:26.942000Z,Only_this_study,Reliable
2022-04-21T19:51:45.440000Z,Only_this_study,Reliable
2022-04-21T19:54:11.975000Z,Only_this_study,Reliable
2022-04-21T19:54:37.169000Z,Only_this_study,Reliable
2022-04-21T19:55:59.653000Z,Only_this_study,Reliable
2022-04-21T19:56:34.575000Z,Only_this_study,Reliable
2022-04-21T19:58:09.899000Z,Only_this_study,Reliable
2022-04-21T19:58:18.672000Z,Only_this_study,Reliable
2022-04-21T19:59:18.085000Z,Only_this_study,Reliable
2022-04-21T20:00:24.396000Z,Only_this_study,Ambiguous
2022-04-21T20:00:34.240000Z,Only_this_study,Reliable
2022-04-21T20:01:35.982000Z,Only_this_study,Ambiguous
2022-04-21T20:02:34.826000Z,Only_this_study,Reliable
2022-04-21T20:02:37.471000Z,Only_this_study,Reliable
2022-04-21T20:02:49.609000Z,Only_this_study,Reliable
2022-04-21T20:06:19.357000Z,Only_this_study,Ambiguous
2022-04-21T20:06:40.250000Z,Only_this_study,Reliable
2022-04-21T20:06:48.152000Z,Only_this_study,Reliable
2022-04-21T20:07:58.313000Z,Only_this_study,Reliable
2022-04-21T20:08:13.850000Z,Only_this_study,Reliable
2022-04-21T20:08:50.580000Z,Only_this_study,Reliable
2022-04-21T20:09:10.451000Z,Only_this_study,Ambiguous
2022-04-21T20:11:31.746000Z,Only_this_study,Reliable
2022-04-21T20:11:50.195000Z,Only_this_study,Reliable
2022-04-21T20:12:05.580000Z,Only_this_study,Reliable
2022-04-21T20:12:45.440000Z,Only_this_study,Ambiguous
2022-04-21T20:13:23.845000Z,Only_this_study,Reliable
2022-04-21T20:14:44.184000Z,Only_this_study,Reliable
2022-04-21T20:15:12.912000Z,Only_this_study,Reliable
